year,category,full_name,show,won
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,LENNY JACOBSON,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MACKENZIE ALADJEM,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MERRITT WEVER,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL SCHULZE,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PETER FACINELLI,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,RUBY JERINS,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,STEPHEN WALLEM,NURSE JACKIE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ANGELA KINSEY,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,B.J. NOVAK,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,BRIAN BAUMGARTNER,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CATHERINE TATE,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CLARK DUKE,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CRAIG ROBINSON,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CREED BRATTON,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ED HELMS,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ELLIE KEMPER,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JAKE LACY,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA FISCHER,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN KRASINSKI,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,KATE FLANNERY,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,LESLIE DAVID BAKER,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MINDY KALING,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,OSCAR NUÑEZ,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL LIEBERSTEIN,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PHYLLIS SMITH,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,RAINN WILSON,THE OFFICE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANATOL YUSEF,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY LACIURA,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BOBBY CANNAVALE,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHARLIE COX,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHRIS CALDOVINO,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,GRETCHEN MOL,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JACK HUSTON,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,KELLY MACDONALD,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MEG CHAMBERS STEEDLE,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL STUHLBARG,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICK KENNEDY,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL SPARKS,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,SHEA WHIGHAM,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT PIAZZA,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,AARON PAUL,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANNA GUNN,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BETSY BRANDT,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BOB ODENKIRK,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DEAN NORRIS,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE PLEMONS,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JONATHAN BANKS,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA FRASER,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,RJ MITTE,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN MICHAEL QUEZADA,BREAKING BAD,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ALLEN LEECH,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,AMY NUTTALL,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BRENDAN COYLE,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAN STEVENS,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ROBB,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH MCGOVERN,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,HUGH BONNEVILLE,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA BROWN FINDLAY,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JIM CARTER,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JOANNE FROGGATT,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA CARMICHAEL,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,LESLEY NICOL,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PENELOPE WILTON,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PHYLLIS LOGAN,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ROB JAMES-COLLIER,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,SIOBHAN FINNERAN,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE MCSHERA,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,THOMAS HOWES,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ZOE BOYLE,DOWNTON ABBEY,TRUE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CLAIRE DANES,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAMIAN LEWIS,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID HAREWOOD,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID MARCIANO,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DIEGO KLATTENHOFF,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JACKSON PACE,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JAMEY SHERIDAN,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MANDY PATINKIN,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MORENA BACCARIN,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MORGAN SAYLOR,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,NAVID NEGAHBAN,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,RUPERT FRIEND,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,TIMOTHÉE CHALAMET,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ZULEIKHA ROBINSON,HOMELAND,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,AARON STATON,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BEN FELDMAN,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINA HENDRICKS,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ELISABETH MOSS,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JARED HARRIS,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JAY R. FERGUSON,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA PARÉ,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SLATTERY,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JON HAMM,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,KIERNAN SHIPKA,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,RICH SOMMER,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT MORSE,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,TEYONAH PARRIS,MAD MEN,FALSE
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT KARTHEISER,MAD MEN,FALSE
2013 - 19th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,TRUE
2013 - 19th Annual,FEMALE COMEDY SERIES,BETTY WHITE,HOT IN CLEVELAND,FALSE
2013 - 19th Annual,FEMALE COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,FALSE
2013 - 19th Annual,FEMALE COMEDY SERIES,EDIE FALCO,NURSE JACKIE,FALSE
2013 - 19th Annual,FEMALE COMEDY SERIES,AMY POEHLER,PARKS AND RECREATION,FALSE
2013 - 19th Annual,FEMALE DRAMA SERIES,JESSICA LANGE,AMERICAN HORROR STORY: ASYLUM,FALSE
2013 - 19th Annual,FEMALE DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,FALSE
2013 - 19th Annual,FEMALE DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,FALSE
2013 - 19th Annual,FEMALE DRAMA SERIES,CLAIRE DANES,HOMELAND,TRUE
2013 - 19th Annual,FEMALE DRAMA SERIES,JULIANNA MARGULIES,THE GOOD WIFE,FALSE
2013 - 19th Annual,FEMALE LEAD ROLE,HELEN MIRREN,HITCHCOCK,FALSE
2013 - 19th Annual,FEMALE LEAD ROLE,MARION COTILLARD,RUST AND BONE,FALSE
2013 - 19th Annual,FEMALE LEAD ROLE,JENNIFER LAWRENCE,SILVER LININGS PLAYBOOK,TRUE
2013 - 19th Annual,FEMALE LEAD ROLE,NAOMI WATTS,THE IMPOSSIBLE,FALSE
2013 - 19th Annual,FEMALE LEAD ROLE,JESSICA CHASTAIN,ZERO DARK THIRTY,FALSE
2013 - 19th Annual,FEMALE SUPPORTING ROLE,ANNE HATHAWAY,LES MISÉRABLES,TRUE
2013 - 19th Annual,FEMALE SUPPORTING ROLE,SALLY FIELD,LINCOLN,FALSE
2013 - 19th Annual,FEMALE SUPPORTING ROLE,MAGGIE SMITH,THE BEST EXOTIC MARIGOLD HOTEL,FALSE
2013 - 19th Annual,FEMALE SUPPORTING ROLE,NICOLE KIDMAN,THE PAPERBOY,FALSE
2013 - 19th Annual,FEMALE SUPPORTING ROLE,HELEN HUNT,THE SESSIONS,FALSE
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,JULIANNE MOORE,GAME CHANGE,TRUE
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,NICOLE KIDMAN,HEMINGWAY & GELLHORN,FALSE
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,POLITICAL ANIMALS,FALSE
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,CHARLOTTE RAMPLING,RESTLESS,FALSE
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,STEEL MAGNOLIAS,FALSE
2013 - 19th Annual,LIFE ACHIEVEMENT,DICK VAN DYKE,N/A,TRUE
2013 - 19th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE
2013 - 19th Annual,MALE COMEDY SERIES,LOUIS C.K.,LOUIE,FALSE
2013 - 19th Annual,MALE COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,FALSE
2013 - 19th Annual,MALE COMEDY SERIES,TY BURRELL,MODERN FAMILY,FALSE
2013 - 19th Annual,MALE COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,FALSE
2013 - 19th Annual,MALE DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,MALE DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,TRUE
2013 - 19th Annual,MALE DRAMA SERIES,DAMIAN LEWIS,HOMELAND,FALSE
2013 - 19th Annual,MALE DRAMA SERIES,JON HAMM,MAD MEN,FALSE
2013 - 19th Annual,MALE DRAMA SERIES,JEFF DANIELS,THE NEWSROOM,FALSE
2013 - 19th Annual,MALE LEAD ROLE,DENZEL WASHINGTON,FLIGHT,FALSE
2013 - 19th Annual,MALE LEAD ROLE,HUGH JACKMAN,LES MISÉRABLES,FALSE
2013 - 19th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,LINCOLN,TRUE
2013 - 19th Annual,MALE LEAD ROLE,BRADLEY COOPER,SILVER LININGS PLAYBOOK,FALSE
2013 - 19th Annual,MALE LEAD ROLE,JOHN HAWKES,THE SESSIONS,FALSE
2013 - 19th Annual,MALE SUPPORTING ROLE,ALAN ARKIN,ARGO,FALSE
2013 - 19th Annual,MALE SUPPORTING ROLE,TOMMY LEE JONES,LINCOLN,TRUE
2013 - 19th Annual,MALE SUPPORTING ROLE,ROBERT DE NIRO,SILVER LININGS PLAYBOOK,FALSE
2013 - 19th Annual,MALE SUPPORTING ROLE,JAVIER BARDEM,SKYFALL,FALSE
2013 - 19th Annual,MALE SUPPORTING ROLE,PHILIP SEYMOUR HOFFMAN,THE MASTER,FALSE
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,CLIVE OWEN,ERNEST HEMINGWAY,FALSE
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,GAME CHANGE,FALSE
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,WOODY HARRELSON,GAME CHANGE,FALSE
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,BILL PAXTON,HATFIELDS & MCCOYS,FALSE
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,KEVIN COSTNER,HATFIELDS & MCCOYS,TRUE
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,LES MISÉRABLES,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,SKYFALL,TRUE
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE AMAZING SPIDER-MAN,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE BOURNE LEGACY,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE DARK KNIGHT RISES,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BOARDWALK EMPIRE,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BREAKING BAD,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,GAME OF THRONES,TRUE
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,SONES OF ANARCHY,FALSE
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE WALKING DEAD,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,CHRIS O'DOWD,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,ELLIE KEMPER,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,JILL CLAYBURGH,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,KRISTEN WIIG,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MATT LUCAS,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MAYA RUDOLPH,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MELISSA MCCARTHY,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,ROSE BYRNE,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,WENDI MCLENDON-COVEY,BRIDESMAIDS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,ADRIEN BRODY,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,CARLA BRUNI,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,KATHY BATES,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MARION COTILLARD,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MICHAEL SHEEN,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,OWEN WILSON,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,RACHEL MCADAMS,MIDNIGHT IN PARIS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,BÉRÉNICE BEJO,THE ARTIST,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,JAMES CROMWELL,THE ARTIST,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,JEAN DUJARDIN,THE ARTIST,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,JOHN GOODMAN,THE ARTIST,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,PENELOPE ANN MILLER,THE ARTIST,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,BEAU BRIDGES,THE DESCENDANTS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,GEORGE CLOONEY,THE DESCENDANTS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,JUDY GREER,THE DESCENDANTS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MATTHEW LILLARD,THE DESCENDANTS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,ROBERT FORSTER,THE DESCENDANTS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,SHAILENE WOODLEY,THE DESCENDANTS,FALSE
2012 - 18th Annual,CAST IN A MOTION PICTURE,AHNA O'REILLY,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,ALLISON JANNEY,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,BRYCE DALLAS HOWARD,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,CHRIS LOWELL,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,CICELY TYSON,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,EMMA STONE,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,JESSICA CHASTAIN,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MARY STEENBURGEN,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,MIKE VOGEL,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,OCTAVIA SPENCER,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,SISSY SPACEK,THE HELP,TRUE
2012 - 18th Annual,CAST IN A MOTION PICTURE,VIOLA DAVIS,THE HELP,TRUE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ALEC BALDWIN,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,GRIZZ CHAPMAN,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JACK MCBRAYER,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN LUTZ,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JUDAH FRIEDLANDER,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KATRINA BOWDEN,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEITH POWELL,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN BROWN,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,SCOTT ADSIT,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,TINA FEY,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,TRACY MORGAN,30 ROCK,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,AMBER RILEY,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ASHLEY FINK,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,CHORD OVERSTREET,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,CHRIS COLFER,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,CORY MONTEITH,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,DARREN CRISS,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,DIANNA AGRON,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,DOT MARIE JONES,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,"HARRY SHUM, JR.",GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,HEATHER MORRIS,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,IQBAL THEBA,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LYNCH,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JAYMA MAYS,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA USHKOWITZ,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN MCHALE,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,LAUREN POTTER,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,LEA MICHELE,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,MARK SALLING,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW MORRISON,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,MIKE O'MALLEY,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,NAYA RIVERA,GLEE,FALSE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,,MODERN FAMILY,TRUE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY,TRUE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON-EMMONS,MODERN FAMILY,TRUE
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY,TRUE
